date,county,state,fips,cases,deaths
5/26/2020,Franklin,New York,36033,20,0
5/26/2020,Fulton,New York,36035,196,12
5/26/2020,Genesee,New York,36037,193,5
5/26/2020,Greene,New York,36039,225,5
5/26/2020,Hamilton,New York,36041,5,0
5/26/2020,Herkimer,New York,36043,103,1
5/26/2020,Jefferson,New York,36045,72,0
5/26/2020,Lewis,New York,36049,20,0
5/26/2020,Livingston,New York,36051,118,4
5/26/2020,Madison,New York,36053,303,4
5/26/2020,Monroe,New York,36055,2763,201
5/26/2020,Montgomery,New York,36057,80,4
5/26/2020,Nassau,New York,36059,39974,2601
5/26/2020,New York City,New York,,204111,20795
5/26/2020,Niagara,New York,36063,965,44
5/26/2020,Oneida,New York,36065,917,45
5/26/2020,Onondaga,New York,36067,2012,118
5/26/2020,Ontario,New York,36069,195,14
5/26/2020,Orange,New York,36071,10292,369
5/26/2020,Orleans,New York,36073,208,24
5/26/2020,Oswego,New York,36075,104,0
5/26/2020,Otsego,New York,36077,69,6
5/26/2020,Putnam,New York,36079,1222,59
5/26/2020,Rensselaer,New York,36083,466,32
5/26/2020,Rockland,New York,36087,13019,455
5/26/2020,Saratoga,New York,36091,463,4
5/26/2020,Schenectady,New York,36093,668,29
5/26/2020,Schoharie,New York,36095,49,0
5/26/2020,Schuyler,New York,36097,11,0
5/26/2020,Seneca,New York,36099,55,0
5/26/2020,St. Lawrence,New York,36089,197,2
5/26/2020,Steuben,New York,36101,240,18
5/26/2020,Suffolk,New York,36103,39199,1900
5/26/2020,Sullivan,New York,36105,1338,27
5/26/2020,Tioga,New York,36107,122,18
5/26/2020,Tompkins,New York,36109,154,2
5/26/2020,Ulster,New York,36111,1638,45
5/26/2020,Warren,New York,36113,251,28
5/26/2020,Washington,New York,36115,228,11
5/26/2020,Wayne,New York,36117,110,1
5/26/2020,Westchester,New York,36119,33106,1469
5/26/2020,Wyoming,New York,36121,82,3
5/26/2020,Yates,New York,36123,37,6
5/27/2020,Albany,New York,36001,1796,141
5/27/2020,Allegany,New York,36003,45,0
5/27/2020,Broome,New York,36007,528,46
5/27/2020,Cattaraugus,New York,36009,82,2
5/27/2020,Cayuga,New York,36011,80,1
5/27/2020,Chautauqua,New York,36013,78,3
5/27/2020,Chemung,New York,36015,136,5
5/27/2020,Chenango,New York,36017,125,2
5/27/2020,Clinton,New York,36019,95,4
5/27/2020,Columbia,New York,36021,380,37
5/27/2020,Cortland,New York,36023,39,0
5/27/2020,Delaware,New York,36025,78,0
5/27/2020,Dutchess,New York,36027,3847,145
5/27/2020,Erie,New York,36029,5810,504
5/27/2020,Essex,New York,36031,44,0
5/27/2020,Franklin,New York,36033,20,0
5/27/2020,Fulton,New York,36035,198,12
5/27/2020,Genesee,New York,36037,195,5
5/27/2020,Greene,New York,36039,231,5
5/27/2020,Hamilton,New York,36041,5,0
5/27/2020,Herkimer,New York,36043,105,1
5/27/2020,Jefferson,New York,36045,72,0
5/27/2020,Lewis,New York,36049,20,0
5/27/2020,Livingston,New York,36051,118,4
5/27/2020,Madison,New York,36053,310,4
5/27/2020,Monroe,New York,36055,2792,208
5/27/2020,Montgomery,New York,36057,82,4
5/27/2020,Nassau,New York,36059,40034,2604
5/27/2020,New York City,New York,,204781,20844
5/27/2020,Niagara,New York,36063,972,48
5/27/2020,Oneida,New York,36065,929,47
5/27/2020,Onondaga,New York,36067,2033,121
5/27/2020,Ontario,New York,36069,198,16
5/27/2020,Orange,New York,36071,10307,370
5/27/2020,Orleans,New York,36073,210,24
5/27/2020,Oswego,New York,36075,105,0
5/27/2020,Otsego,New York,36077,69,6
5/27/2020,Putnam,New York,36079,1227,59
5/27/2020,Rensselaer,New York,36083,466,32
5/27/2020,Rockland,New York,36087,13047,455
5/27/2020,Saratoga,New York,36091,465,4
5/27/2020,Schenectady,New York,36093,673,29
5/27/2020,Schoharie,New York,36095,49,0
5/27/2020,Schuyler,New York,36097,11,0
5/27/2020,Seneca,New York,36099,55,0
5/27/2020,St. Lawrence,New York,36089,200,2
5/27/2020,Steuben,New York,36101,241,18
5/27/2020,Suffolk,New York,36103,39258,1910
5/27/2020,Sullivan,New York,36105,1340,27
5/27/2020,Tioga,New York,36107,124,18
5/27/2020,Tompkins,New York,36109,155,2
5/27/2020,Ulster,New York,36111,1645,45
5/27/2020,Warren,New York,36113,252,28
5/27/2020,Washington,New York,36115,228,11
5/27/2020,Wayne,New York,36117,110,1
5/27/2020,Westchester,New York,36119,33185,1476
5/27/2020,Wyoming,New York,36121,82,3
5/27/2020,Yates,New York,36123,39,6
5/28/2020,Albany,New York,36001,1814,142
5/28/2020,Allegany,New York,36003,45,0
5/28/2020,Broome,New York,36007,545,46
5/28/2020,Cattaraugus,New York,36009,85,2
5/28/2020,Cayuga,New York,36011,84,1
5/28/2020,Chautauqua,New York,36013,81,3
5/28/2020,Chemung,New York,36015,136,5
5/28/2020,Chenango,New York,36017,126,2
5/28/2020,Clinton,New York,36019,95,4
5/28/2020,Columbia,New York,36021,380,37
5/28/2020,Cortland,New York,36023,39,0
5/28/2020,Delaware,New York,36025,78,0
5/28/2020,Dutchess,New York,36027,3867,146
5/28/2020,Erie,New York,36029,5886,514
5/28/2020,Essex,New York,36031,44,0
5/28/2020,Franklin,New York,36033,20,0
5/28/2020,Fulton,New York,36035,200,12
5/28/2020,Genesee,New York,36037,197,5
5/28/2020,Greene,New York,36039,236,5
5/28/2020,Hamilton,New York,36041,5,0
5/28/2020,Herkimer,New York,36043,106,1
5/28/2020,Jefferson,New York,36045,72,0
5/28/2020,Lewis,New York,36049,20,0
5/28/2020,Livingston,New York,36051,118,4
5/28/2020,Madison,New York,36053,310,4
5/28/2020,Monroe,New York,36055,2825,210
5/28/2020,Montgomery,New York,36057,82,4
5/28/2020,Nassau,New York,36059,40140,2608
5/28/2020,New York City,New York,,205854,20895
5/28/2020,Niagara,New York,36063,984,50
5/28/2020,Oneida,New York,36065,959,52
5/28/2020,Onondaga,New York,36067,2054,123
5/28/2020,Ontario,New York,36069,201,16
5/28/2020,Orange,New York,36071,10340,374
5/28/2020,Orleans,New York,36073,212,24
5/28/2020,Oswego,New York,36075,107,0
5/28/2020,Otsego,New York,36077,70,6
5/28/2020,Putnam,New York,36079,1236,59
5/28/2020,Rensselaer,New York,36083,469,32
5/28/2020,Rockland,New York,36087,13076,457
5/28/2020,Saratoga,New York,36091,468,4
5/28/2020,Schenectady,New York,36093,676,29
5/28/2020,Schoharie,New York,36095,49,0
5/28/2020,Schuyler,New York,36097,11,0
5/28/2020,Seneca,New York,36099,56,0
5/28/2020,St. Lawrence,New York,36089,201,2
5/28/2020,Steuben,New York,36101,241,18
5/28/2020,Suffolk,New York,36103,39359,1920
5/28/2020,Sullivan,New York,36105,1351,27
5/28/2020,Tioga,New York,36107,126,18
5/28/2020,Tompkins,New York,36109,156,2
5/28/2020,Ulster,New York,36111,1658,45
5/28/2020,Warren,New York,36113,253,28
5/28/2020,Washington,New York,36115,231,11
5/28/2020,Wayne,New York,36117,112,1
5/28/2020,Westchester,New York,36119,33292,1481
5/28/2020,Wyoming,New York,36121,82,3
5/28/2020,Yates,New York,36123,39,6
5/29/2020,Albany,New York,36001,1834,142
5/29/2020,Allegany,New York,36003,45,0
5/29/2020,Broome,New York,36007,557,48
5/29/2020,Cattaraugus,New York,36009,86,2
5/29/2020,Cayuga,New York,36011,89,1
5/29/2020,Chautauqua,New York,36013,82,3
5/29/2020,Chemung,New York,36015,137,5
5/29/2020,Chenango,New York,36017,130,2
5/29/2020,Clinton,New York,36019,95,4
5/29/2020,Columbia,New York,36021,382,37
5/29/2020,Cortland,New York,36023,39,0
5/29/2020,Delaware,New York,36025,79,0
5/29/2020,Dutchess,New York,36027,3887,146
5/29/2020,Erie,New York,36029,5935,517
5/29/2020,Essex,New York,36031,44,0
5/29/2020,Franklin,New York,36033,21,0
5/29/2020,Fulton,New York,36035,206,12
5/29/2020,Genesee,New York,36037,199,5
5/29/2020,Greene,New York,36039,237,5
5/29/2020,Hamilton,New York,36041,5,0
5/29/2020,Herkimer,New York,36043,107,1
5/29/2020,Jefferson,New York,36045,74,0
5/29/2020,Lewis,New York,36049,20,0
5/29/2020,Livingston,New York,36051,118,4
5/29/2020,Madison,New York,36053,310,4
5/29/2020,Monroe,New York,36055,2861,213
5/29/2020,Montgomery,New York,36057,84,4
5/29/2020,Nassau,New York,36059,40226,2611
5/29/2020,New York City,New York,,206800,20960
5/29/2020,Niagara,New York,36063,1008,50
5/29/2020,Oneida,New York,36065,988,54
5/29/2020,Onondaga,New York,36067,2092,126
5/29/2020,Ontario,New York,36069,205,17
5/29/2020,Orange,New York,36071,10376,374
5/29/2020,Orleans,New York,36073,216,24
5/29/2020,Oswego,New York,36075,108,0
5/29/2020,Otsego,New York,36077,71,6
5/29/2020,Putnam,New York,36079,1241,60
5/29/2020,Rensselaer,New York,36083,478,32
5/29/2020,Rockland,New York,36087,13100,457
5/29/2020,Saratoga,New York,36091,473,4
5/29/2020,Schenectady,New York,36093,680,30
5/29/2020,Schoharie,New York,36095,49,0
5/29/2020,Schuyler,New York,36097,11,0
5/29/2020,Seneca,New York,36099,57,0
5/29/2020,St. Lawrence,New York,36089,202,2
5/29/2020,Steuben,New York,36101,241,18
5/29/2020,Suffolk,New York,36103,39445,1928
5/29/2020,Sullivan,New York,36105,1364,28
5/29/2020,Tioga,New York,36107,126,17
5/29/2020,Tompkins,New York,36109,157,2
5/29/2020,Ulster,New York,36111,1663,46
5/29/2020,Warren,New York,36113,254,29
5/29/2020,Washington,New York,36115,232,11
5/29/2020,Wayne,New York,36117,113,1
5/29/2020,Westchester,New York,36119,33348,1484
5/29/2020,Wyoming,New York,36121,82,3
5/29/2020,Yates,New York,36123,39,6
5/30/2020,Albany,New York,36001,1843,142
5/30/2020,Allegany,New York,36003,45,0
5/30/2020,Broome,New York,36007,561,50
5/30/2020,Cattaraugus,New York,36009,87,2
5/30/2020,Cayuga,New York,36011,90,1
5/30/2020,Chautauqua,New York,36013,83,3
5/30/2020,Chemung,New York,36015,137,5
5/30/2020,Chenango,New York,36017,132,2
5/30/2020,Clinton,New York,36019,95,4
5/30/2020,Columbia,New York,36021,383,37
5/30/2020,Cortland,New York,36023,41,0
5/30/2020,Delaware,New York,36025,79,0
5/30/2020,Dutchess,New York,36027,3899,150
5/30/2020,Erie,New York,36029,6014,521
5/30/2020,Essex,New York,36031,44,0
5/30/2020,Franklin,New York,36033,22,0
5/30/2020,Fulton,New York,36035,207,12
5/30/2020,Genesee,New York,36037,200,5
5/30/2020,Greene,New York,36039,238,5
5/30/2020,Hamilton,New York,36041,5,0
5/30/2020,Herkimer,New York,36043,107,1
5/30/2020,Jefferson,New York,36045,74,0
5/30/2020,Lewis,New York,36049,20,0
5/30/2020,Livingston,New York,36051,118,4
5/30/2020,Madison,New York,36053,311,4
5/30/2020,Monroe,New York,36055,2910,218
5/30/2020,Montgomery,New York,36057,89,4
5/30/2020,Nassau,New York,36059,40307,2615
5/30/2020,New York City,New York,,207539,20991
5/30/2020,Niagara,New York,36063,1020,51
5/30/2020,Oneida,New York,36065,1006,54
5/30/2020,Onondaga,New York,36067,2133,128
5/30/2020,Ontario,New York,36069,206,17
5/30/2020,Orange,New York,36071,10404,374
5/30/2020,Orleans,New York,36073,228,26
5/30/2020,Oswego,New York,36075,108,0
5/30/2020,Otsego,New York,36077,71,6
5/30/2020,Putnam,New York,36079,1248,60
5/30/2020,Rensselaer,New York,36083,486,32
5/30/2020,Rockland,New York,36087,13128,457
5/30/2020,Saratoga,New York,36091,477,4
5/30/2020,Schenectady,New York,36093,686,30
5/30/2020,Schoharie,New York,36095,50,0
5/30/2020,Schuyler,New York,36097,11,0
5/30/2020,Seneca,New York,36099,58,0
5/30/2020,St. Lawrence,New York,36089,202,2
5/30/2020,Steuben,New York,36101,241,18
5/30/2020,Suffolk,New York,36103,39532,1941
5/30/2020,Sullivan,New York,36105,1375,28
5/30/2020,Tioga,New York,36107,128,17
5/30/2020,Tompkins,New York,36109,161,2
5/30/2020,Ulster,New York,36111,1678,47
5/30/2020,Warren,New York,36113,255,29
5/30/2020,Washington,New York,36115,235,11
5/30/2020,Wayne,New York,36117,113,1
5/30/2020,Westchester,New York,36119,33428,1492
5/30/2020,Wyoming,New York,36121,84,3
5/30/2020,Yates,New York,36123,39,6
5/31/2020,Albany,New York,36001,1860,142
5/31/2020,Allegany,New York,36003,45,0
5/31/2020,Broome,New York,36007,566,51
5/31/2020,Cattaraugus,New York,36009,88,3
5/31/2020,Cayuga,New York,36011,91,1
5/31/2020,Chautauqua,New York,36013,84,3
5/31/2020,Chemung,New York,36015,137,5
5/31/2020,Chenango,New York,36017,133,2
5/31/2020,Clinton,New York,36019,95,4
5/31/2020,Columbia,New York,36021,387,38
5/31/2020,Cortland,New York,36023,41,0
5/31/2020,Delaware,New York,36025,79,0
5/31/2020,Dutchess,New York,36027,3909,150
5/31/2020,Erie,New York,36029,6070,521
5/31/2020,Essex,New York,36031,45,0
5/31/2020,Franklin,New York,36033,22,0
5/31/2020,Fulton,New York,36035,208,13
5/31/2020,Genesee,New York,36037,202,5
5/31/2020,Greene,New York,36039,238,5
5/31/2020,Hamilton,New York,36041,5,0
5/31/2020,Herkimer,New York,36043,108,1
5/31/2020,Jefferson,New York,36045,74,0
5/31/2020,Lewis,New York,36049,20,0
5/31/2020,Livingston,New York,36051,119,4
5/31/2020,Madison,New York,36053,316,4
5/31/2020,Monroe,New York,36055,2943,218
5/31/2020,Montgomery,New York,36057,91,5
5/31/2020,Nassau,New York,36059,40396,2615
5/31/2020,New York City,New York,,208085,21050
5/31/2020,Niagara,New York,36063,1037,51
5/31/2020,Oneida,New York,36065,1027,56
5/31/2020,Onondaga,New York,36067,2170,130
5/31/2020,Ontario,New York,36069,207,17
5/31/2020,Orange,New York,36071,10421,375
5/31/2020,Orleans,New York,36073,229,26
5/31/2020,Oswego,New York,36075,109,0
5/31/2020,Otsego,New York,36077,72,6
5/31/2020,Putnam,New York,36079,1252,60
5/31/2020,Rensselaer,New York,36083,491,32
5/31/2020,Rockland,New York,36087,13151,458
5/31/2020,Saratoga,New York,36091,480,4
5/31/2020,Schenectady,New York,36093,689,30
5/31/2020,Schoharie,New York,36095,50,0
5/31/2020,Schuyler,New York,36097,11,0
5/31/2020,Seneca,New York,36099,58,0
5/31/2020,St. Lawrence,New York,36089,204,2
5/31/2020,Steuben,New York,36101,241,18
5/31/2020,Suffolk,New York,36103,39643,1949
5/31/2020,Sullivan,New York,36105,1387,29
5/31/2020,Tioga,New York,36107,130,17
5/31/2020,Tompkins,New York,36109,164,2
5/31/2020,Ulster,New York,36111,1685,47
5/31/2020,Warren,New York,36113,255,30
5/31/2020,Washington,New York,36115,235,11
5/31/2020,Wayne,New York,36117,115,1
5/31/2020,Westchester,New York,36119,33480,1499
5/31/2020,Wyoming,New York,36121,86,3
5/31/2020,Yates,New York,36123,39,6
6/1/2020,Albany,New York,36001,1882,143
6/1/2020,Allegany,New York,36003,48,0
6/1/2020,Broome,New York,36007,574,51
6/1/2020,Cattaraugus,New York,36009,89,3
6/1/2020,Cayuga,New York,36011,92,1
6/1/2020,Chautauqua,New York,36013,85,3
6/1/2020,Chemung,New York,36015,137,5
6/1/2020,Chenango,New York,36017,133,2
6/1/2020,Clinton,New York,36019,96,4
6/1/2020,Columbia,New York,36021,389,38
6/1/2020,Cortland,New York,36023,41,0
6/1/2020,Delaware,New York,36025,81,0
6/1/2020,Dutchess,New York,36027,3924,150
6/1/2020,Erie,New York,36029,6123,528
6/1/2020,Essex,New York,36031,45,0
6/1/2020,Franklin,New York,36033,23,0
6/1/2020,Fulton,New York,36035,210,13
6/1/2020,Genesee,New York,36037,202,5
6/1/2020,Greene,New York,36039,239,5
6/1/2020,Hamilton,New York,36041,5,0
6/1/2020,Herkimer,New York,36043,109,1
6/1/2020,Jefferson,New York,36045,74,0
6/1/2020,Lewis,New York,36049,20,0
6/1/2020,Livingston,New York,36051,119,4
6/1/2020,Madison,New York,36053,316,4
6/1/2020,Monroe,New York,36055,2965,220
6/1/2020,Montgomery,New York,36057,91,5
6/1/2020,Nassau,New York,36059,40479,2619
6/1/2020,New York City,New York,,208550,21090
6/1/2020,Niagara,New York,36063,1046,51
6/1/2020,Oneida,New York,36065,1036,56
6/1/2020,Onondaga,New York,36067,2197,132
6/1/2020,Ontario,New York,36069,208,19
6/1/2020,Orange,New York,36071,10437,376
6/1/2020,Orleans,New York,36073,236,26
6/1/2020,Oswego,New York,36075,110,0
6/1/2020,Otsego,New York,36077,72,6
6/1/2020,Putnam,New York,36079,1257,60
6/1/2020,Rensselaer,New York,36083,492,32
6/1/2020,Rockland,New York,36087,13185,458
6/1/2020,Saratoga,New York,36091,483,4
6/1/2020,Schenectady,New York,36093,693,31
6/1/2020,Schoharie,New York,36095,50,0
6/1/2020,Schuyler,New York,36097,11,0
6/1/2020,Seneca,New York,36099,59,0
6/1/2020,St. Lawrence,New York,36089,205,2
6/1/2020,Steuben,New York,36101,241,18
6/1/2020,Suffolk,New York,36103,39705,1954
6/1/2020,Sullivan,New York,36105,1389,29
6/1/2020,Tioga,New York,36107,130,17
6/1/2020,Tompkins,New York,36109,164,2
6/1/2020,Ulster,New York,36111,1691,47
6/1/2020,Warren,New York,36113,255,30
6/1/2020,Washington,New York,36115,235,11
6/1/2020,Wayne,New York,36117,116,1
6/1/2020,Westchester,New York,36119,33551,1501
6/1/2020,Wyoming,New York,36121,86,3
6/1/2020,Yates,New York,36123,39,6
6/2/2020,Albany,New York,36001,1900,143
6/2/2020,Allegany,New York,36003,48,0
6/2/2020,Broome,New York,36007,578,51
6/2/2020,Cattaraugus,New York,36009,89,3
6/2/2020,Cayuga,New York,36011,93,1
6/2/2020,Chautauqua,New York,36013,86,3
6/2/2020,Chemung,New York,36015,137,5
6/2/2020,Chenango,New York,36017,133,2
6/2/2020,Clinton,New York,36019,97,4
6/2/2020,Columbia,New York,36021,391,38
6/2/2020,Cortland,New York,36023,41,0
6/2/2020,Delaware,New York,36025,82,0
6/2/2020,Dutchess,New York,36027,3936,150
6/2/2020,Erie,New York,36029,6173,532
6/2/2020,Essex,New York,36031,46,0
6/2/2020,Franklin,New York,36033,23,0
6/2/2020,Fulton,New York,36035,212,14
6/2/2020,Genesee,New York,36037,202,5
6/2/2020,Greene,New York,36039,241,5
6/2/2020,Hamilton,New York,36041,5,0
6/2/2020,Herkimer,New York,36043,111,1
6/2/2020,Jefferson,New York,36045,74,0
6/2/2020,Lewis,New York,36049,20,0
6/2/2020,Livingston,New York,36051,119,4
6/2/2020,Madison,New York,36053,317,4
6/2/2020,Monroe,New York,36055,2990,225
6/2/2020,Montgomery,New York,36057,93,5
6/2/2020,Nassau,New York,36059,40572,2622
6/2/2020,New York City,New York,,209195,21132
6/2/2020,Niagara,New York,36063,1048,53
6/2/2020,Oneida,New York,36065,1049,57
6/2/2020,Onondaga,New York,36067,2228,138
6/2/2020,Ontario,New York,36069,209,19
6/2/2020,Orange,New York,36071,10464,378
6/2/2020,Orleans,New York,36073,241,26
6/2/2020,Oswego,New York,36075,110,0
6/2/2020,Otsego,New York,36077,73,6
6/2/2020,Putnam,New York,36079,1262,60
6/2/2020,Rensselaer,New York,36083,493,32
6/2/2020,Rockland,New York,36087,13223,463
6/2/2020,Saratoga,New York,36091,484,4
6/2/2020,Schenectady,New York,36093,696,32
6/2/2020,Schoharie,New York,36095,51,0
6/2/2020,Schuyler,New York,36097,12,0
6/2/2020,Seneca,New York,36099,59,0
6/2/2020,St. Lawrence,New York,36089,205,2
6/2/2020,Steuben,New York,36101,242,19
6/2/2020,Suffolk,New York,36103,39980,1957
6/2/2020,Sullivan,New York,36105,1392,29
6/2/2020,Tioga,New York,36107,131,17
6/2/2020,Tompkins,New York,36109,164,2
6/2/2020,Ulster,New York,36111,1696,47
6/2/2020,Warren,New York,36113,255,30
6/2/2020,Washington,New York,36115,237,11
6/2/2020,Wayne,New York,36117,116,1
6/2/2020,Westchester,New York,36119,33632,1506
6/2/2020,Wyoming,New York,36121,86,3
6/2/2020,Yates,New York,36123,39,6
6/3/2020,Albany,New York,36001,1920,145
6/3/2020,Allegany,New York,36003,49,0
6/3/2020,Broome,New York,36007,589,51
6/3/2020,Cattaraugus,New York,36009,90,3
6/3/2020,Cayuga,New York,36011,96,1
6/3/2020,Chautauqua,New York,36013,89,3
6/3/2020,Chemung,New York,36015,137,5
6/3/2020,Chenango,New York,36017,133,2
6/3/2020,Clinton,New York,36019,97,4
6/3/2020,Columbia,New York,36021,399,38
6/3/2020,Cortland,New York,36023,41,0
6/3/2020,Delaware,New York,36025,82,0
6/3/2020,Dutchess,New York,36027,3951,151
6/3/2020,Erie,New York,36029,6234,536
6/3/2020,Essex,New York,36031,46,0
6/3/2020,Franklin,New York,36033,23,0
6/3/2020,Fulton,New York,36035,213,14
6/3/2020,Genesee,New York,36037,202,5
6/3/2020,Greene,New York,36039,241,5
6/3/2020,Hamilton,New York,36041,5,0
6/3/2020,Herkimer,New York,36043,113,1
6/3/2020,Jefferson,New York,36045,74,0
6/3/2020,Lewis,New York,36049,20,0
6/3/2020,Livingston,New York,36051,120,4
6/3/2020,Madison,New York,36053,319,4
6/3/2020,Monroe,New York,36055,3049,227
6/3/2020,Montgomery,New York,36057,94,5
6/3/2020,Nassau,New York,36059,40644,2626
6/3/2020,New York City,New York,,209688,21170
6/3/2020,Niagara,New York,36063,1067,54
6/3/2020,Oneida,New York,36065,1058,58
6/3/2020,Onondaga,New York,36067,2256,141
6/3/2020,Ontario,New York,36069,215,20
6/3/2020,Orange,New York,36071,10475,379
6/3/2020,Orleans,New York,36073,246,27
6/3/2020,Oswego,New York,36075,112,0
6/3/2020,Otsego,New York,36077,73,6
6/3/2020,Putnam,New York,36079,1264,60
6/3/2020,Rensselaer,New York,36083,495,32
6/3/2020,Rockland,New York,36087,13259,464
6/3/2020,Saratoga,New York,36091,489,4
6/3/2020,Schenectady,New York,36093,701,32
6/3/2020,Schoharie,New York,36095,51,0
6/3/2020,Schuyler,New York,36097,12,0
6/3/2020,Seneca,New York,36099,60,0
6/3/2020,St. Lawrence,New York,36089,206,2
6/3/2020,Steuben,New York,36101,243,19
6/3/2020,Suffolk,New York,36103,40062,1963
6/3/2020,Sullivan,New York,36105,1393,29
6/3/2020,Tioga,New York,36107,133,17
6/3/2020,Tompkins,New York,36109,165,2
6/3/2020,Ulster,New York,36111,1701,47
6/3/2020,Warren,New York,36113,256,31
6/3/2020,Washington,New York,36115,238,11
6/3/2020,Wayne,New York,36117,120,1
6/3/2020,Westchester,New York,36119,33690,1510
6/3/2020,Wyoming,New York,36121,87,3
6/3/2020,Yates,New York,36123,39,6
6/4/2020,Albany,New York,36001,1930,145
6/4/2020,Allegany,New York,36003,49,0
6/4/2020,Broome,New York,36007,593,52
6/4/2020,Cattaraugus,New York,36009,91,3
6/4/2020,Cayuga,New York,36011,96,1
6/4/2020,Chautauqua,New York,36013,95,4
6/4/2020,Chemung,New York,36015,137,5
6/4/2020,Chenango,New York,36017,133,2
6/4/2020,Clinton,New York,36019,97,4
6/4/2020,Columbia,New York,36021,400,39
6/4/2020,Cortland,New York,36023,41,0
6/4/2020,Delaware,New York,36025,82,0
6/4/2020,Dutchess,New York,36027,3962,151
6/4/2020,Erie,New York,36029,6308,541
6/4/2020,Essex,New York,36031,46,0
6/4/2020,Franklin,New York,36033,23,0
6/4/2020,Fulton,New York,36035,215,14
6/4/2020,Genesee,New York,36037,205,6
6/4/2020,Greene,New York,36039,241,5
6/4/2020,Hamilton,New York,36041,5,0
6/4/2020,Herkimer,New York,36043,113,1
6/4/2020,Jefferson,New York,36045,74,0
6/4/2020,Lewis,New York,36049,20,0
6/4/2020,Livingston,New York,36051,120,4
6/4/2020,Madison,New York,36053,319,4
6/4/2020,Monroe,New York,36055,3082,230
6/4/2020,Montgomery,New York,36057,96,5
6/4/2020,Nassau,New York,36059,40713,2629
6/4/2020,New York City,New York,,210227,21234
6/4/2020,Niagara,New York,36063,1085,54
6/4/2020,Oneida,New York,36065,1069,63
6/4/2020,Onondaga,New York,36067,2295,142
6/4/2020,Ontario,New York,36069,218,20
6/4/2020,Orange,New York,36071,10486,381
6/4/2020,Orleans,New York,36073,247,29
6/4/2020,Oswego,New York,36075,112,0
6/4/2020,Otsego,New York,36077,73,6
6/4/2020,Putnam,New York,36079,1268,60
6/4/2020,Rensselaer,New York,36083,495,32
6/4/2020,Rockland,New York,36087,13280,464
6/4/2020,Saratoga,New York,36091,493,4
6/4/2020,Schenectady,New York,36093,701,32
6/4/2020,Schoharie,New York,36095,51,0
6/4/2020,Schuyler,New York,36097,12,0
6/4/2020,Seneca,New York,36099,60,0
6/4/2020,St. Lawrence,New York,36089,207,2
6/4/2020,Steuben,New York,36101,245,19
6/4/2020,Suffolk,New York,36103,40153,1963
6/4/2020,Sullivan,New York,36105,1405,29
6/4/2020,Tioga,New York,36107,133,17
6/4/2020,Tompkins,New York,36109,165,2
6/4/2020,Ulster,New York,36111,1704,47
6/4/2020,Warren,New York,36113,256,31
6/4/2020,Washington,New York,36115,238,11
6/4/2020,Wayne,New York,36117,121,1
6/4/2020,Westchester,New York,36119,33766,1514
6/4/2020,Wyoming,New York,36121,87,3
6/4/2020,Yates,New York,36123,39,6
6/5/2020,Albany,New York,36001,1941,145
6/5/2020,Allegany,New York,36003,51,0
6/5/2020,Broome,New York,36007,605,54
6/5/2020,Cattaraugus,New York,36009,92,4
6/5/2020,Cayuga,New York,36011,98,1
6/5/2020,Chautauqua,New York,36013,97,4
6/5/2020,Chemung,New York,36015,137,5
6/5/2020,Chenango,New York,36017,133,2
6/5/2020,Clinton,New York,36019,97,4
6/5/2020,Columbia,New York,36021,411,39
6/5/2020,Cortland,New York,36023,41,0
6/5/2020,Delaware,New York,36025,84,0
6/5/2020,Dutchess,New York,36027,3984,151
6/5/2020,Erie,New York,36029,6359,543
6/5/2020,Essex,New York,36031,46,0
6/5/2020,Franklin,New York,36033,23,0
6/5/2020,Fulton,New York,36035,219,16
6/5/2020,Genesee,New York,36037,205,6
6/5/2020,Greene,New York,36039,242,5
6/5/2020,Hamilton,New York,36041,5,0
6/5/2020,Herkimer,New York,36043,115,1
6/5/2020,Jefferson,New York,36045,75,0
6/5/2020,Lewis,New York,36049,20,0
6/5/2020,Livingston,New York,36051,121,4
6/5/2020,Madison,New York,36053,323,4
6/5/2020,Monroe,New York,36055,3118,232
6/5/2020,Montgomery,New York,36057,96,5
6/5/2020,Nassau,New York,36059,40797,2631
6/5/2020,New York City,New York,,210728,21262
6/5/2020,Niagara,New York,36063,1099,55
6/5/2020,Oneida,New York,36065,1077,64
6/5/2020,Onondaga,New York,36067,2329,143
6/5/2020,Ontario,New York,36069,219,20
6/5/2020,Orange,New York,36071,10499,383
6/5/2020,Orleans,New York,36073,247,29
6/5/2020,Oswego,New York,36075,112,0
6/5/2020,Otsego,New York,36077,73,6
6/5/2020,Putnam,New York,36079,1270,60
6/5/2020,Rensselaer,New York,36083,497,32
6/5/2020,Rockland,New York,36087,13297,465
6/5/2020,Saratoga,New York,36091,496,4
6/5/2020,Schenectady,New York,36093,706,32
6/5/2020,Schoharie,New York,36095,51,0
6/5/2020,Schuyler,New York,36097,12,0
6/5/2020,Seneca,New York,36099,61,0
6/5/2020,St. Lawrence,New York,36089,207,2
6/5/2020,Steuben,New York,36101,246,19
6/5/2020,Suffolk,New York,36103,40239,1965
6/5/2020,Sullivan,New York,36105,1409,31
6/5/2020,Tioga,New York,36107,134,18
6/5/2020,Tompkins,New York,36109,167,2
6/5/2020,Ulster,New York,36111,1711,47
6/5/2020,Warren,New York,36113,256,31
6/5/2020,Washington,New York,36115,240,11
6/5/2020,Wayne,New York,36117,122,1
